security_id,loan_id,collateral_type,face_value,coupon_rate,payment_frequency,expected_payment,actual_payment,variance_amt,variance_pct,trust_requirement_flag,compliance_status
SEC-0056,LN-001893,Cmo,454071.02,0.0721,Monthly,2728.21,2728.21,0.0,0.0,False,COMPLIANT
SEC-0057,LN-002240,Abs,426721.61,0.0727,Monthly,2585.22,2585.22,0.0,0.0,False,COMPLIANT
SEC-0058,LN-001123,Clo,414069.42,0.0691,Monthly,2384.35,2384.35,0.0,0.0,False,COMPLIANT
SEC-0059,LN-001572,Mbs,375032.95,0.0532,Quarterly,4987.94,4987.94,0.0,0.0,True,COMPLIANT
SEC-0060,LN-000978,Clo,320381.7,0.0573,Quarterly,4589.47,4589.47,0.0,0.0,False,COMPLIANT
SEC-0061,LN-001009,Mbs,342527.23,0.0685,Quarterly,5865.78,5865.78,0.0,0.0,False,COMPLIANT
SEC-0062,LN-002144,Mbs,405133.69,0.0638,Monthly,2153.96,2153.96,0.0,0.0,False,COMPLIANT
SEC-0063,LN-001688,Mbs,334624.24,0.0565,Semi-Annual,9453.13,9453.13,0.0,0.0,False,COMPLIANT
SEC-0064,LN-000037,Clo,170586.21,0.0741,Quarterly,3160.11,3160.11,0.0,0.0,True,COMPLIANT
SEC-0065,LN-001549,Mbs,194220.94,0.0593,Monthly,959.78,959.78,0.0,0.0,False,COMPLIANT
SEC-0066,LN-002327,Abs,449558.16,0.0738,Semi-Annual,16588.7,16588.7,0.0,0.0,True,COMPLIANT
SEC-0067,LN-002265,Abs,18389.82,0.0279,Quarterly,128.27,128.27,0.0,0.0,True,COMPLIANT
SEC-0068,LN-000873,Cmo,352422.08,0.0319,Quarterly,2810.57,2810.57,0.0,0.0,False,COMPLIANT
SEC-0069,LN-001822,Cmo,477841.0,0.0476,Monthly,1895.44,1895.44,0.0,0.0,False,COMPLIANT
SEC-0070,LN-001297,Cmo,356051.8,0.0442,Monthly,1311.46,1311.46,0.0,0.0,False,COMPLIANT
SEC-0071,LN-002110,Abs,497016.87,0.0641,Semi-Annual,15929.39,15929.39,0.0,0.0,False,COMPLIANT
SEC-0072,LN-000596,Clo,346897.0,0.033,Quarterly,2861.9,2861.9,0.0,0.0,True,COMPLIANT
SEC-0073,LN-001904,Cmo,26837.88,0.0738,Quarterly,495.16,495.16,0.0,0.0,False,COMPLIANT
SEC-0074,LN-000729,Abs,415234.84,0.0408,Quarterly,4235.4,4235.4,0.0,0.0,False,COMPLIANT
SEC-0075,LN-001366,Mbs,149468.66,0.0464,Semi-Annual,3467.67,3467.67,0.0,0.0,True,COMPLIANT
SEC-0076,LN-000397,Clo,228568.04,0.0387,Monthly,737.13,737.13,0.0,0.0,False,COMPLIANT
SEC-0077,LN-000699,Clo,162925.04,0.054,Quarterly,2199.49,2199.49,0.0,0.0,False,COMPLIANT
SEC-0078,LN-002225,Abs,141591.51,0.0279,Monthly,329.2,329.2,0.0,0.0,False,COMPLIANT
SEC-0079,LN-001636,Abs,221388.79,0.0325,Quarterly,1798.78,1798.78,0.0,0.0,False,COMPLIANT
SEC-0080,LN-000396,Mbs,195588.21,0.0623,Quarterly,3046.29,3046.29,0.0,0.0,False,COMPLIANT
SEC-0081,LN-002493,Mbs,320335.91,0.0343,Monthly,915.63,915.63,0.0,0.0,False,COMPLIANT
SEC-0082,LN-000076,Mbs,408444.09,0.0368,Quarterly,3757.69,3757.69,0.0,0.0,False,COMPLIANT
SEC-0083,LN-000265,Clo,155573.44,0.0646,Monthly,837.5,837.5,0.0,0.0,True,COMPLIANT
SEC-0084,LN-001820,Clo,114723.36,0.0297,Monthly,283.94,283.94,0.0,0.0,False,COMPLIANT
SEC-0085,LN-000718,Cmo,336778.68,0.0469,Monthly,1316.24,1316.24,0.0,0.0,True,COMPLIANT
SEC-0086,LN-000851,Cmo,338456.83,0.0262,Monthly,738.96,738.96,0.0,0.0,False,COMPLIANT
SEC-0087,LN-001391,Cmo,451554.31,0.0423,Monthly,1591.73,1591.73,0.0,0.0,False,COMPLIANT
SEC-0088,LN-000144,Clo,17813.39,0.0599,Monthly,88.92,88.92,0.0,0.0,False,COMPLIANT
SEC-0089,LN-000885,Mbs,427989.92,0.0295,Quarterly,3156.43,3156.43,0.0,0.0,True,COMPLIANT
SEC-0090,LN-000396,Cmo,265291.06,0.0694,Quarterly,4602.8,4602.8,0.0,0.0,False,COMPLIANT
SEC-0091,LN-001493,Mbs,314438.02,0.0705,Quarterly,5541.97,5541.97,0.0,0.0,True,COMPLIANT
SEC-0092,LN-001168,Mbs,54772.01,0.0302,Monthly,137.84,137.84,0.0,0.0,False,COMPLIANT
SEC-0093,LN-001063,Mbs,221981.32,0.0745,Semi-Annual,8268.8,7556.58,-712.2199999999993,0.086133,False,NON-COMPLIANT
SEC-0094,LN-002157,Cmo,121378.18,0.0399,Quarterly,1210.75,1210.75,0.0,0.0,False,COMPLIANT
SEC-0095,LN-001066,Cmo,134570.26,0.0292,Monthly,327.45,327.45,0.0,0.0,True,COMPLIANT
SEC-0096,LN-001210,Mbs,257006.61,0.0253,Semi-Annual,3251.13,3251.13,0.0,0.0,False,COMPLIANT
SEC-0097,LN-002446,Cmo,408103.42,0.0454,Monthly,1543.99,1543.99,0.0,0.0,False,COMPLIANT
SEC-0098,LN-000634,Abs,374452.66,0.0565,Quarterly,5289.14,5289.14,0.0,0.0,False,COMPLIANT
SEC-0099,LN-001157,Cmo,299589.98,0.0416,Monthly,1038.58,1038.58,0.0,0.0,False,COMPLIANT
SEC-0100,LN-001239,Mbs,274314.91,0.0668,Monthly,1527.02,1527.02,0.0,0.0,True,COMPLIANT
SEC-0001,LN-000733,Mbs,219379.96,0.0608,Semi-Annual,6669.15,6669.15,0.0,0.0,False,COMPLIANT
SEC-0002,LN-000235,Clo,486627.89,0.0425,Monthly,1723.47,1723.47,0.0,0.0,False,COMPLIANT
SEC-0003,LN-000751,Clo,284494.35,0.0617,Monthly,1462.78,1462.78,0.0,0.0,False,COMPLIANT
SEC-0004,LN-000954,Mbs,134443.54,0.072,Semi-Annual,4839.97,4839.97,0.0,0.0,False,COMPLIANT
SEC-0005,LN-001543,Abs,122744.49,0.0297,Semi-Annual,1822.76,1822.76,0.0,0.0,True,COMPLIANT
SEC-0006,LN-001198,Clo,309562.99,0.0403,Quarterly,3118.85,3118.85,0.0,0.0,False,COMPLIANT
SEC-0007,LN-001677,Mbs,266185.49,0.0482,Monthly,1069.18,1069.18,0.0,0.0,True,COMPLIANT
SEC-0008,LN-001192,Clo,13771.92,0.0499,Monthly,57.27,57.27,0.0,0.0,False,COMPLIANT
SEC-0009,LN-002218,Clo,416732.03,0.0521,Quarterly,5427.93,5427.93,0.0,0.0,False,COMPLIANT
SEC-0010,LN-001417,Mbs,355019.95,0.04,Monthly,1183.4,1183.4,0.0,0.0,False,COMPLIANT
SEC-0011,LN-001218,Cmo,334296.35,0.0584,Monthly,1626.91,1626.91,0.0,0.0,False,COMPLIANT
SEC-0012,LN-001541,Abs,43702.52,0.0573,Quarterly,626.04,626.04,0.0,0.0,True,COMPLIANT
SEC-0013,LN-002077,Cmo,187407.37,0.0539,Monthly,841.77,841.77,0.0,0.0,True,COMPLIANT
SEC-0014,LN-001446,Mbs,468337.31,0.0307,Monthly,1198.16,1198.16,0.0,0.0,True,COMPLIANT
SEC-0015,LN-002387,Mbs,432668.73,0.0488,Monthly,1759.52,1759.52,0.0,0.0,True,COMPLIANT
SEC-0016,LN-001520,Abs,149916.04,0.0428,Monthly,534.7,534.7,0.0,0.0,False,COMPLIANT
SEC-0017,LN-001389,Mbs,86958.85,0.0496,Monthly,359.43,359.43,0.0,0.0,True,COMPLIANT
SEC-0018,LN-001857,Clo,230053.1,0.0711,Monthly,1363.06,1363.06,0.0,0.0,False,COMPLIANT
SEC-0019,LN-001366,Abs,184356.89,0.049,Monthly,752.79,752.79,0.0,0.0,False,COMPLIANT
SEC-0020,LN-000500,Cmo,344290.92,0.0257,Quarterly,2212.07,2212.07,0.0,0.0,False,COMPLIANT
SEC-0021,LN-001681,Abs,483553.06,0.0469,Semi-Annual,11339.32,11339.32,0.0,0.0,False,COMPLIANT
SEC-0022,LN-000511,Cmo,187870.71,0.066,Monthly,1033.29,1033.29,0.0,0.0,False,COMPLIANT
SEC-0023,LN-000217,Mbs,40489.84,0.064,Quarterly,647.84,647.84,0.0,0.0,True,COMPLIANT
SEC-0024,LN-001325,Cmo,449830.86,0.0507,Monthly,1900.54,1900.54,0.0,0.0,False,COMPLIANT
SEC-0025,LN-001156,Cmo,28595.37,0.0375,Monthly,89.36,89.36,0.0,0.0,False,COMPLIANT
SEC-0026,LN-001828,Cmo,476855.29,0.0483,Monthly,1919.34,1919.34,0.0,0.0,False,COMPLIANT
SEC-0027,LN-001811,Abs,335643.92,0.0532,Quarterly,4464.06,4464.06,0.0,0.0,True,COMPLIANT
SEC-0028,LN-002493,Clo,471427.71,0.075,Quarterly,8839.27,8839.27,0.0,0.0,False,COMPLIANT
SEC-0029,LN-001206,Cmo,107833.25,0.0572,Quarterly,1542.02,1542.02,0.0,0.0,True,COMPLIANT
SEC-0030,LN-002215,Abs,29942.9,0.0597,Monthly,148.97,148.97,0.0,0.0,False,COMPLIANT
SEC-0031,LN-000091,Abs,249222.89,0.0496,Monthly,1030.12,1030.12,0.0,0.0,False,COMPLIANT
SEC-0032,LN-000714,Clo,230805.47,0.0427,Quarterly,2463.85,2463.85,0.0,0.0,False,COMPLIANT
SEC-0033,LN-001882,Abs,172431.21,0.0656,Monthly,942.62,942.62,0.0,0.0,False,COMPLIANT
SEC-0034,LN-000039,Mbs,479251.67,0.0497,Quarterly,5954.7,5954.7,0.0,0.0,False,COMPLIANT
SEC-0035,LN-000173,Mbs,413066.03,0.0747,Quarterly,7714.01,7714.01,0.0,0.0,False,COMPLIANT
SEC-0036,LN-000653,Mbs,334175.19,0.0479,Quarterly,4001.75,4001.75,0.0,0.0,True,COMPLIANT
SEC-0037,LN-000754,Clo,89800.56,0.0284,Semi-Annual,1275.17,1275.17,0.0,0.0,False,COMPLIANT
SEC-0038,LN-001244,Abs,369818.47,0.0591,Semi-Annual,10928.14,10928.14,0.0,0.0,False,COMPLIANT
SEC-0039,LN-001082,Mbs,366236.1,0.0273,Quarterly,2499.56,2499.56,0.0,0.0,True,COMPLIANT
SEC-0040,LN-001684,Cmo,218283.41,0.0375,Quarterly,2046.41,2046.41,0.0,0.0,False,COMPLIANT
SEC-0041,LN-000456,Abs,463145.1,0.0427,Monthly,1648.02,1648.02,0.0,0.0,True,COMPLIANT
SEC-0042,LN-000829,Mbs,91819.16,0.062,Semi-Annual,2846.39,2846.39,0.0,0.0,True,COMPLIANT
SEC-0043,LN-000895,Abs,140995.41,0.0497,Monthly,583.96,583.96,0.0,0.0,False,COMPLIANT
SEC-0044,LN-001385,Mbs,40979.93,0.0264,Monthly,90.16,90.16,0.0,0.0,False,COMPLIANT
SEC-0045,LN-001959,Cmo,399770.97,0.0558,Monthly,1858.94,1858.94,0.0,0.0,True,COMPLIANT
SEC-0046,LN-002435,Abs,314662.1,0.0456,Monthly,1195.72,1195.72,0.0,0.0,False,COMPLIANT
SEC-0047,LN-001997,Mbs,164320.75,0.0711,Quarterly,2920.8,2920.8,0.0,0.0,False,COMPLIANT
SEC-0048,LN-002396,Mbs,90268.7,0.05,Quarterly,1128.36,1128.36,0.0,0.0,True,COMPLIANT
SEC-0049,LN-000190,Cmo,29672.41,0.0604,Monthly,149.35,149.35,0.0,0.0,False,COMPLIANT
SEC-0050,LN-000505,Cmo,91705.33,0.0359,Monthly,274.35,274.35,0.0,0.0,False,COMPLIANT
SEC-0051,LN-001215,Mbs,232109.48,0.063,Semi-Annual,7311.45,7311.45,0.0,0.0,True,COMPLIANT
SEC-0052,LN-001532,Mbs,131116.71,0.061,Quarterly,1999.53,1999.53,0.0,0.0,False,COMPLIANT
SEC-0053,LN-000824,Clo,136901.27,0.0702,Semi-Annual,4805.23,4805.23,0.0,0.0,True,COMPLIANT
SEC-0054,LN-000929,Clo,439032.42,0.0267,Monthly,976.85,976.85,0.0,0.0,False,COMPLIANT
SEC-0055,LN-000934,Abs,262417.46,0.0474,Quarterly,3109.65,3109.65,0.0,0.0,False,COMPLIANT
SEC-0056,LN-001141,Abs,367333.47,0.059,Monthly,1806.06,1806.06,0.0,0.0,True,COMPLIANT
SEC-0057,LN-000134,Clo,27498.37,0.0298,Monthly,68.29,68.29,0.0,0.0,False,COMPLIANT
SEC-0058,LN-002106,Mbs,188930.04,0.0455,Monthly,716.36,716.36,0.0,0.0,False,COMPLIANT
SEC-0059,LN-000685,Cmo,244792.98,0.0721,Monthly,1470.8,1470.8,0.0,0.0,False,COMPLIANT
SEC-0060,LN-002221,Abs,101344.26,0.0468,Monthly,395.24,395.24,0.0,0.0,False,COMPLIANT
SEC-0061,LN-001853,Mbs,68893.86,0.0743,Semi-Annual,2559.41,2559.41,0.0,0.0,True,COMPLIANT
SEC-0062,LN-000815,Cmo,436448.85,0.0278,Monthly,1011.11,1011.11,0.0,0.0,False,COMPLIANT
SEC-0063,LN-001173,Cmo,470321.5,0.0609,Monthly,2386.88,2386.88,0.0,0.0,False,COMPLIANT
SEC-0064,LN-000080,Mbs,48615.28,0.0541,Monthly,219.17,219.17,0.0,0.0,False,COMPLIANT
SEC-0065,LN-000203,Mbs,181019.17,0.05,Monthly,754.25,754.25,0.0,0.0,False,COMPLIANT
SEC-0066,LN-001253,Abs,479559.96,0.0735,Quarterly,8811.91,8811.91,0.0,0.0,False,COMPLIANT
SEC-0067,LN-001700,Clo,50749.25,0.0315,Monthly,133.22,133.22,0.0,0.0,False,COMPLIANT
SEC-0068,LN-001251,Mbs,325384.27,0.0698,Quarterly,5677.96,5677.96,0.0,0.0,False,COMPLIANT
SEC-0069,LN-001683,Clo,486388.47,0.0596,Monthly,2415.73,2415.73,0.0,0.0,False,COMPLIANT
SEC-0070,LN-001556,Abs,489329.6,0.0379,Quarterly,4636.4,4636.4,0.0,0.0,False,COMPLIANT
SEC-0071,LN-002095,Clo,240899.43,0.0701,Quarterly,4221.76,4221.76,0.0,0.0,True,COMPLIANT
SEC-0072,LN-001257,Clo,89747.06,0.0465,Semi-Annual,2086.62,2086.62,0.0,0.0,False,COMPLIANT
SEC-0073,LN-001550,Cmo,109021.31,0.0657,Semi-Annual,3581.35,3581.35,0.0,0.0,False,COMPLIANT
SEC-0074,LN-001167,Abs,445904.68,0.0444,Quarterly,4949.54,4949.54,0.0,0.0,False,COMPLIANT
SEC-0075,LN-001397,Mbs,456724.67,0.0675,Monthly,2569.08,2569.08,0.0,0.0,False,COMPLIANT
SEC-0076,LN-000471,Clo,307861.03,0.0568,Quarterly,4371.63,4371.63,0.0,0.0,True,COMPLIANT
SEC-0077,LN-001036,Abs,385426.44,0.0321,Quarterly,3093.05,3093.05,0.0,0.0,False,COMPLIANT
SEC-0078,LN-001354,Cmo,372566.31,0.0575,Semi-Annual,10711.28,10711.28,0.0,0.0,True,COMPLIANT
SEC-0079,LN-000968,Cmo,334292.58,0.0346,Monthly,963.88,963.88,0.0,0.0,False,COMPLIANT
SEC-0080,LN-000358,Clo,415365.71,0.0456,Monthly,1578.39,1578.39,0.0,0.0,False,COMPLIANT
SEC-0081,LN-000668,Clo,345849.25,0.0335,Quarterly,2896.49,2896.49,0.0,0.0,False,COMPLIANT
SEC-0082,LN-000373,Mbs,271661.13,0.0261,Monthly,590.86,590.86,0.0,0.0,False,COMPLIANT
SEC-0083,LN-001032,Abs,126108.62,0.0356,Monthly,374.12,374.12,0.0,0.0,False,COMPLIANT
SEC-0084,LN-001146,Mbs,374505.19,0.0518,Monthly,1616.61,1616.61,0.0,0.0,False,COMPLIANT
SEC-0085,LN-001372,Mbs,241984.56,0.0491,Quarterly,2970.36,2970.36,0.0,0.0,False,COMPLIANT
SEC-0086,LN-000090,Cmo,154447.93,0.0501,Semi-Annual,3868.92,3868.92,0.0,0.0,True,COMPLIANT
SEC-0087,LN-000540,Abs,402953.68,0.0374,Monthly,1255.87,1255.87,0.0,0.0,False,COMPLIANT
SEC-0088,LN-000869,Mbs,351389.66,0.0593,Monthly,1736.45,1736.45,0.0,0.0,False,COMPLIANT
SEC-0089,LN-000041,Cmo,469296.39,0.0602,Monthly,2354.3,2354.3,0.0,0.0,False,COMPLIANT
SEC-0090,LN-000740,Clo,91066.4,0.0429,Monthly,325.56,325.56,0.0,0.0,False,COMPLIANT
SEC-0091,LN-001947,Mbs,328102.75,0.0691,Quarterly,5667.98,5667.98,0.0,0.0,False,COMPLIANT
SEC-0092,LN-001225,Clo,129677.34,0.0572,Quarterly,1854.39,1854.39,0.0,0.0,True,COMPLIANT
SEC-0093,LN-000929,Abs,452755.66,0.0607,Monthly,2290.19,2290.19,0.0,0.0,True,COMPLIANT
SEC-0094,LN-002037,Mbs,58754.71,0.0389,Quarterly,571.39,571.39,0.0,0.0,False,COMPLIANT
SEC-0095,LN-000925,Clo,331519.29,0.025,Quarterly,2072.0,2072.0,0.0,0.0,True,COMPLIANT
SEC-0096,LN-001582,Clo,397632.0,0.0683,Monthly,2263.19,2263.19,0.0,0.0,True,COMPLIANT
SEC-0097,LN-000390,Abs,183909.74,0.0661,Monthly,1013.04,1013.04,0.0,0.0,False,COMPLIANT
SEC-0098,LN-001618,Cmo,477527.66,0.0312,Semi-Annual,7449.43,7449.43,0.0,0.0,False,COMPLIANT
SEC-0099,LN-000256,Cmo,426858.04,0.0437,Monthly,1554.47,1554.47,0.0,0.0,False,COMPLIANT
SEC-0100,LN-000709,Mbs,154362.97,0.0581,Quarterly,2242.12,2242.12,0.0,0.0,True,COMPLIANT
SEC-0001,LN-001839,Clo,13695.14,0.0576,Monthly,65.74,65.74,0.0,0.0,False,COMPLIANT
SEC-0002,LN-001945,Cmo,155362.02,0.068,Quarterly,2641.15,2641.15,0.0,0.0,False,COMPLIANT
SEC-0003,LN-002498,Mbs,147842.13,0.032,Quarterly,1182.74,1182.74,0.0,0.0,False,COMPLIANT
SEC-0004,LN-000010,Clo,446082.66,0.0465,Quarterly,5185.71,5185.71,0.0,0.0,False,COMPLIANT
SEC-0005,LN-000798,Mbs,483889.38,0.0299,Semi-Annual,7234.15,7234.15,0.0,0.0,False,COMPLIANT
SEC-0006,LN-000877,Abs,44515.59,0.0445,Semi-Annual,990.47,990.47,0.0,0.0,False,COMPLIANT
SEC-0007,LN-001029,Mbs,240934.47,0.0258,Quarterly,1554.03,1554.03,0.0,0.0,False,COMPLIANT
SEC-0008,LN-001016,Abs,278682.68,0.0699,Monthly,1623.33,1623.33,0.0,0.0,False,COMPLIANT
SEC-0009,LN-001825,Clo,55526.71,0.0514,Monthly,237.84,237.84,0.0,0.0,False,COMPLIANT
SEC-0010,LN-000374,Clo,194973.88,0.0675,Quarterly,3290.18,3290.18,0.0,0.0,True,COMPLIANT
SEC-0011,LN-002194,Clo,165370.38,0.028,Quarterly,1157.59,1055.58,-102.00999999999999,0.088123,False,NON-COMPLIANT
SEC-0012,LN-000224,Mbs,272667.61,0.0364,Monthly,827.09,886.28,59.18999999999994,0.071564,False,NON-COMPLIANT
SEC-0013,LN-001263,Clo,333983.54,0.038,Monthly,1057.61,1057.61,0.0,0.0,False,COMPLIANT
SEC-0014,LN-002225,Clo,354707.7,0.0443,Quarterly,3928.39,3928.39,0.0,0.0,False,COMPLIANT
SEC-0015,LN-001803,Abs,77009.96,0.0651,Monthly,417.78,417.78,0.0,0.0,False,COMPLIANT
SEC-0016,LN-000853,Clo,408344.37,0.0443,Monthly,1507.47,1507.47,0.0,0.0,False,COMPLIANT
SEC-0017,LN-000063,Clo,342485.59,0.0352,Quarterly,3013.87,3013.87,0.0,0.0,True,COMPLIANT
SEC-0018,LN-001241,Clo,445646.71,0.0282,Quarterly,3141.81,3141.81,0.0,0.0,False,COMPLIANT
SEC-0019,LN-000689,Cmo,230174.67,0.029,Monthly,556.26,556.26,0.0,0.0,False,COMPLIANT
SEC-0020,LN-001485,Clo,448005.98,0.063,Monthly,2352.03,2352.03,0.0,0.0,False,COMPLIANT
SEC-0021,LN-001634,Mbs,434229.32,0.0472,Monthly,1707.97,1707.97,0.0,0.0,False,COMPLIANT
SEC-0022,LN-002153,Abs,224820.57,0.0613,Monthly,1148.46,1148.46,0.0,0.0,False,COMPLIANT
SEC-0023,LN-000511,Clo,196760.22,0.0591,Quarterly,2907.13,2907.13,0.0,0.0,False,COMPLIANT
SEC-0024,LN-000385,Mbs,467077.89,0.0318,Quarterly,3713.27,3713.27,0.0,0.0,False,COMPLIANT
SEC-0025,LN-000405,Abs,360430.72,0.0321,Monthly,964.15,964.15,0.0,0.0,False,COMPLIANT
SEC-0026,LN-000518,Abs,464840.22,0.0628,Monthly,2432.66,2432.66,0.0,0.0,False,COMPLIANT
SEC-0027,LN-000476,Mbs,400517.64,0.0611,Monthly,2039.3,2039.3,0.0,0.0,False,COMPLIANT
SEC-0028,LN-002001,Mbs,308555.75,0.0439,Semi-Annual,6772.8,6772.8,0.0,0.0,False,COMPLIANT
SEC-0029,LN-001669,Cmo,66767.86,0.0289,Monthly,160.8,160.8,0.0,0.0,True,COMPLIANT
SEC-0030,LN-001894,Cmo,152825.53,0.0256,Semi-Annual,1956.17,1956.17,0.0,0.0,False,COMPLIANT
SEC-0031,LN-001461,Clo,484732.78,0.0394,Semi-Annual,9549.24,9549.24,0.0,0.0,False,COMPLIANT
SEC-0032,LN-000714,Cmo,166516.83,0.0255,Quarterly,1061.54,1061.54,0.0,0.0,False,COMPLIANT
SEC-0033,LN-000083,Mbs,55694.89,0.0365,Quarterly,508.22,508.22,0.0,0.0,False,COMPLIANT
SEC-0034,LN-001169,Cmo,356701.14,0.046,Monthly,1367.35,1367.35,0.0,0.0,False,COMPLIANT
SEC-0035,LN-001902,Abs,369662.08,0.0311,Quarterly,2874.12,2874.12,0.0,0.0,True,COMPLIANT
SEC-0036,LN-002049,Mbs,149874.28,0.0302,Monthly,377.18,377.18,0.0,0.0,False,COMPLIANT
SEC-0037,LN-000051,Clo,155859.27,0.0698,Semi-Annual,5439.49,5439.49,0.0,0.0,False,COMPLIANT
SEC-0038,LN-000685,Abs,239757.56,0.0543,Monthly,1084.9,1084.9,0.0,0.0,False,COMPLIANT
SEC-0039,LN-000717,Abs,20676.59,0.0717,Quarterly,370.63,370.63,0.0,0.0,False,COMPLIANT
SEC-0040,LN-001470,Abs,396768.28,0.0423,Monthly,1398.61,1398.61,0.0,0.0,True,COMPLIANT
SEC-0041,LN-000449,Mbs,165373.51,0.0589,Semi-Annual,4870.25,4870.25,0.0,0.0,True,COMPLIANT
SEC-0042,LN-000881,Mbs,428343.92,0.0352,Monthly,1256.48,1256.48,0.0,0.0,False,COMPLIANT
SEC-0043,LN-000488,Clo,403288.91,0.0559,Quarterly,5635.96,5635.96,0.0,0.0,False,COMPLIANT
SEC-0044,LN-001824,Cmo,334087.0,0.0315,Monthly,876.98,876.98,0.0,0.0,False,COMPLIANT
SEC-0045,LN-002082,Cmo,169188.68,0.0251,Monthly,353.89,353.89,0.0,0.0,False,COMPLIANT
SEC-0046,LN-002143,Cmo,262995.12,0.0716,Quarterly,4707.61,4707.61,0.0,0.0,True,COMPLIANT
SEC-0047,LN-001575,Cmo,227966.34,0.0527,Semi-Annual,6006.91,6006.91,0.0,0.0,False,COMPLIANT
SEC-0048,LN-002202,Abs,176052.12,0.0713,Monthly,1046.04,1046.04,0.0,0.0,False,COMPLIANT
SEC-0049,LN-000250,Mbs,425586.78,0.0417,Semi-Annual,8873.48,8873.48,0.0,0.0,False,COMPLIANT
SEC-0050,LN-000674,Cmo,246918.47,0.0414,Quarterly,2555.61,2555.61,0.0,0.0,False,COMPLIANT
SEC-0051,LN-000438,Abs,418034.32,0.045,Semi-Annual,9405.77,9405.77,0.0,0.0,False,COMPLIANT
SEC-0052,LN-002166,Mbs,61557.05,0.0603,Monthly,309.32,309.32,0.0,0.0,False,COMPLIANT
SEC-0053,LN-000771,Mbs,79102.15,0.0533,Monthly,351.35,351.35,0.0,0.0,True,COMPLIANT
SEC-0054,LN-000268,Mbs,488886.95,0.0713,Semi-Annual,17428.82,17428.82,0.0,0.0,False,COMPLIANT
SEC-0055,LN-001985,Abs,298006.55,0.0263,Monthly,653.13,653.13,0.0,0.0,False,COMPLIANT
SEC-0056,LN-001078,Cmo,259787.14,0.0604,Quarterly,3922.79,3922.79,0.0,0.0,False,COMPLIANT
SEC-0057,LN-000236,Mbs,266346.47,0.0415,Monthly,921.11,921.11,0.0,0.0,False,COMPLIANT
SEC-0058,LN-000389,Abs,115481.7,0.034,Monthly,327.2,327.2,0.0,0.0,False,COMPLIANT
SEC-0059,LN-000763,Mbs,362164.94,0.0505,Quarterly,4572.33,4572.33,0.0,0.0,False,COMPLIANT
SEC-0060,LN-001849,Clo,51542.51,0.0503,Quarterly,648.15,648.15,0.0,0.0,False,COMPLIANT
SEC-0061,LN-002449,Clo,290928.62,0.0319,Quarterly,2320.16,2434.25,114.09000000000015,0.049173,True,NON-COMPLIANT
SEC-0062,LN-000624,Abs,289676.71,0.0351,Monthly,847.3,847.3,0.0,0.0,True,COMPLIANT
SEC-0063,LN-001253,Cmo,457952.33,0.0454,Monthly,1732.59,1732.59,0.0,0.0,True,COMPLIANT
SEC-0064,LN-000578,Cmo,267829.58,0.0454,Monthly,1013.29,1013.29,0.0,0.0,False,COMPLIANT
SEC-0065,LN-002123,Mbs,77160.72,0.0409,Monthly,262.99,262.99,0.0,0.0,True,COMPLIANT
SEC-0066,LN-000435,Cmo,290649.1,0.0324,Semi-Annual,4708.52,4708.52,0.0,0.0,False,COMPLIANT
SEC-0067,LN-002151,Cmo,54750.55,0.0252,Quarterly,344.93,344.93,0.0,0.0,True,COMPLIANT
SEC-0068,LN-000764,Clo,109858.98,0.0735,Monthly,672.89,672.89,0.0,0.0,False,COMPLIANT
SEC-0069,LN-001330,Abs,25243.21,0.0722,Semi-Annual,911.28,988.54,77.25999999999999,0.084782,False,NON-COMPLIANT
SEC-0070,LN-002146,Clo,261513.86,0.0492,Monthly,1072.21,1072.21,0.0,0.0,False,COMPLIANT
SEC-0071,LN-001359,Abs,51420.98,0.0748,Quarterly,961.57,961.57,0.0,0.0,True,COMPLIANT
SEC-0072,LN-002483,Mbs,240003.25,0.0587,Monthly,1174.02,1174.02,0.0,0.0,True,COMPLIANT
SEC-0073,LN-000447,Clo,467143.07,0.0284,Quarterly,3316.72,3316.72,0.0,0.0,False,COMPLIANT
SEC-0074,LN-002018,Abs,362683.09,0.0309,Monthly,933.91,933.91,0.0,0.0,False,COMPLIANT
SEC-0075,LN-001332,Cmo,47931.72,0.0708,Monthly,282.8,282.8,0.0,0.0,False,COMPLIANT
SEC-0076,LN-000249,Abs,119862.81,0.0565,Monthly,564.35,564.35,0.0,0.0,False,COMPLIANT
SEC-0077,LN-000166,Cmo,340094.59,0.0672,Monthly,1904.53,1904.53,0.0,0.0,False,COMPLIANT
SEC-0078,LN-001359,Mbs,448403.91,0.0699,Monthly,2611.95,2611.95,0.0,0.0,True,COMPLIANT
SEC-0079,LN-001020,Cmo,26130.11,0.0474,Monthly,103.21,103.21,0.0,0.0,False,COMPLIANT
SEC-0080,LN-000542,Abs,408101.05,0.0274,Monthly,931.83,931.83,0.0,0.0,False,COMPLIANT
SEC-0081,LN-000759,Clo,285288.8,0.0344,Quarterly,2453.48,2453.48,0.0,0.0,True,COMPLIANT
SEC-0082,LN-002129,Abs,277584.75,0.0283,Monthly,654.64,654.64,0.0,0.0,False,COMPLIANT
SEC-0083,LN-002181,Clo,479328.46,0.0344,Quarterly,4122.22,4122.22,0.0,0.0,False,COMPLIANT
SEC-0084,LN-000797,Abs,376345.86,0.0455,Monthly,1426.98,1426.98,0.0,0.0,False,COMPLIANT
