error_type,record_id,severity
STALE_PENDING,LN-001905,Medium
STALE_PENDING,LN-001910,Medium
STALE_PENDING,LN-001921,Medium
STALE_PENDING,LN-001922,Medium
STALE_PENDING,LN-001941,Medium
STALE_PENDING,LN-001962,Medium
STALE_PENDING,LN-001971,Medium
STALE_PENDING,LN-001974,Medium
STALE_PENDING,LN-001983,Medium
STALE_PENDING,LN-001988,Medium
STALE_PENDING,LN-002000,Medium
STALE_PENDING,LN-002006,Medium
STALE_PENDING,LN-002010,Medium
STALE_PENDING,LN-002013,Medium
STALE_PENDING,LN-002015,Medium
STALE_PENDING,LN-002033,Medium
STALE_PENDING,LN-002036,Medium
STALE_PENDING,LN-002045,Medium
STALE_PENDING,LN-002046,Medium
STALE_PENDING,LN-002050,Medium
STALE_PENDING,LN-002051,Medium
STALE_PENDING,LN-002076,Medium
STALE_PENDING,LN-002079,Medium
STALE_PENDING,LN-002083,Medium
STALE_PENDING,LN-002085,Medium
STALE_PENDING,LN-002090,Medium
STALE_PENDING,LN-002091,Medium
STALE_PENDING,LN-002096,Medium
STALE_PENDING,LN-002097,Medium
STALE_PENDING,LN-002101,Medium
STALE_PENDING,LN-002103,Medium
STALE_PENDING,LN-002111,Medium
STALE_PENDING,LN-002116,Medium
STALE_PENDING,LN-002118,Medium
STALE_PENDING,LN-002134,Medium
STALE_PENDING,LN-002145,Medium
STALE_PENDING,LN-002149,Medium
STALE_PENDING,LN-002169,Medium
STALE_PENDING,LN-002184,Medium
STALE_PENDING,LN-002198,Medium
STALE_PENDING,LN-002200,Medium
STALE_PENDING,LN-002214,Medium
STALE_PENDING,LN-002225,Medium
STALE_PENDING,LN-002236,Medium
STALE_PENDING,LN-002241,Medium
STALE_PENDING,LN-002270,Medium
STALE_PENDING,LN-002278,Medium
STALE_PENDING,LN-002284,Medium
STALE_PENDING,LN-002288,Medium
STALE_PENDING,LN-002290,Medium
STALE_PENDING,LN-002293,Medium
STALE_PENDING,LN-002297,Medium
STALE_PENDING,LN-002309,Medium
STALE_PENDING,LN-002310,Medium
STALE_PENDING,LN-002312,Medium
STALE_PENDING,LN-002314,Medium
STALE_PENDING,LN-002318,Medium
STALE_PENDING,LN-002325,Medium
STALE_PENDING,LN-002332,Medium
STALE_PENDING,LN-002333,Medium
STALE_PENDING,LN-002337,Medium
STALE_PENDING,LN-002338,Medium
STALE_PENDING,LN-002341,Medium
STALE_PENDING,LN-002353,Medium
STALE_PENDING,LN-002360,Medium
STALE_PENDING,LN-002374,Medium
STALE_PENDING,LN-002378,Medium
STALE_PENDING,LN-002386,Medium
STALE_PENDING,LN-002387,Medium
STALE_PENDING,LN-002391,Medium
STALE_PENDING,LN-002410,Medium
STALE_PENDING,LN-002420,Medium
STALE_PENDING,LN-002432,Medium
STALE_PENDING,LN-002452,Medium
STALE_PENDING,LN-002461,Medium
STALE_PENDING,LN-002465,Medium
STALE_PENDING,LN-002466,Medium
STALE_PENDING,LN-002472,Medium
STALE_PENDING,LN-002475,Medium
STALE_PENDING,LN-002010,Medium
STALE_PENDING,LN-000536,Medium
