remittance_id,loan_id,remittance_date,remittance_amount,servicer_name,wire_reference,trust_account_id,remittance_status
REM-001084,LN-001309,2026-01-31,0.0,Rodriguez-Jones,WIRE-C87C8ED92467,TRU-010,In-Review
REM-001085,LN-000082,2026-03-13,31353.26,Finley Ltd,WIRE-AA1F96534C9F,TRU-001,Unmatched
REM-001086,LN-000514,2025-10-03,43370.16,"Roach, Dillon and Johnson",WIRE-11DC0A3D19F6,TRU-008,Matched
REM-001087,LN-001921,2025-07-16,36783.25,Day and Sons,WIRE-3B8AF5EC90F4,TRU-005,Matched
REM-001088,LN-001940,2025-05-26,4314.38,"Mcmahon, Curry and Beck",WIRE-480A080E5600,TRU-007,Matched
REM-001089,LN-000746,2025-06-02,45028.94,Turner Group,WIRE-34453FE198D5,TRU-008,Matched
REM-001090,LN-001410,2026-01-29,43479.43,Valdez-Moss,WIRE-51A3E023564A,TRU-005,Unmatched
REM-001091,LN-000707,2025-10-06,16456.52,Brown and Sons,WIRE-20F59A814E4D,TRU-008,Matched
REM-001092,LN-000471,2026-03-10,1101.65,Ray Group,WIRE-7A28DBA9D921,TRU-010,Matched
REM-001093,LN-000396,2025-05-25,46572.49,Clark PLC,WIRE-69167A587F0A,TRU-008,Matched
REM-001094,LN-001556,2025-05-03,13397.99,Davis-Ponce,WIRE-C7C7D5D64B08,TRU-009,Matched
REM-001095,LN-002309,2026-01-09,6135.0,Sanders Ltd,WIRE-E0AF15E3DF95,TRU-002,Unmatched
REM-001096,LN-000805,2025-10-28,21494.47,Dennis Inc,WIRE-93AA14C7E362,TRU-003,Unmatched
REM-001097,LN-000934,2025-04-23,26521.66,Moore Ltd,WIRE-F78656E84B89,TRU-001,Matched
REM-001098,LN-001280,2025-06-25,25194.96,"Choi, Ortiz and Goodwin",WIRE-DD88AE29D887,TRU-004,Matched
REM-001099,LN-001758,2025-11-08,24648.78,Brown PLC,WIRE-4DDBB3C90669,TRU-005,Matched
REM-001100,LN-000905,2025-03-27,21360.52,"Nunez, Wilson and Reyes",WIRE-5BDF8E77AC00,TRU-001,Matched
REM-001101,LN-001077,2025-08-27,19524.17,Anderson and Sons,WIRE-8E401C7ED793,TRU-008,In-Review
REM-001102,LN-001891,2025-06-07,5409.32,Martinez Ltd,WIRE-617E0F7D62DC,TRU-002,Unmatched
REM-001103,LN-001524,2025-11-06,5520.33,Griffin Ltd,WIRE-90A7C8CB766A,TRU-001,Matched
REM-001104,LN-001388,2025-04-10,6978.25,Stanley-Schaefer,WIRE-505F1E2D213F,TRU-002,Matched
REM-001105,LN-001304,2026-01-23,27294.17,Randolph-Gonzalez,WIRE-F8DC6AEF0AA0,TRU-005,Matched
REM-001106,LN-000593,2025-11-13,9503.06,"Francis, Lewis and Carter",WIRE-1BADE69CC62B,TRU-009,Matched
REM-001107,LN-002107,2026-03-05,42930.37,Reynolds LLC,WIRE-D584E2851156,TRU-009,Matched
REM-001108,LN-000128,2025-09-20,43106.16,Herrera Ltd,WIRE-9CB9DDE97A57,TRU-002,Matched
REM-001109,LN-000736,2025-07-09,43921.43,Gibson Ltd,WIRE-0251D026FCEA,TRU-002,Matched
REM-001110,LN-000521,2025-03-19,29909.47,Frank-Garcia,WIRE-3C306BA94779,TRU-003,Matched
REM-001111,LN-000237,2025-04-01,14398.23,Thompson-Davis,WIRE-5400624DC41C,TRU-007,Matched
REM-001112,LN-001305,2025-09-16,35598.5,Clarke Ltd,WIRE-065A108E82A8,TRU-003,In-Review
REM-001113,LN-001782,2025-04-25,45137.22,Garrett-Taylor,WIRE-E3E9ED3E5D4E,TRU-001,Unmatched
REM-001114,LN-001302,2025-08-08,46842.51,Heath-Ray,WIRE-B63BF8D1BDE0,TRU-006,Matched
REM-001115,LN-002052,2025-04-21,23160.2,Hendrix-Hernandez,WIRE-CB3883F9D827,TRU-003,Matched
REM-001116,LN-000442,2025-10-22,49338.66,Bennett-Smith,WIRE-10C7A2BFA0A3,TRU-001,Matched
REM-001117,LN-002077,2025-08-14,12320.41,"Lee, Bradford and Vang",WIRE-516264D301EE,TRU-004,Matched
REM-001118,LN-000805,2025-10-28,21494.47,Griffith-Franco,WIRE-1391603A8C92,TRU-001,Matched
REM-001119,LN-000075,2025-09-17,35489.44,Cochran Ltd,WIRE-761E8B8759B2,TRU-001,Unmatched
REM-001120,LN-002176,2025-09-19,41933.54,"Smith, Galvan and Baldwin",WIRE-EB5DA4FCA142,TRU-002,Matched
REM-001121,LN-002090,2026-02-11,19330.79,"Carlson, Anderson and Neal",WIRE-F19206D9857E,TRU-010,Matched
REM-001122,LN-001380,2026-02-05,29851.07,Colon-Frank,WIRE-E4B98BDA018A,TRU-008,Matched
REM-001123,LN-000041,2025-05-07,6540.89,Novak Inc,WIRE-551DF3D47B97,TRU-002,In-Review
REM-001124,LN-002082,2025-08-28,3727.63,Hill Group,WIRE-0A933C843D23,TRU-002,In-Review
REM-001125,LN-001701,2025-08-22,48308.2,Dunn-Fernandez,WIRE-7DFB3E0FEF87,TRU-010,Matched
REM-001126,LN-001402,2025-12-21,8797.15,Parker-Bradshaw,WIRE-51DC5238A285,TRU-010,Matched
REM-001127,LN-000588,2025-06-29,0.0,Mathis LLC,WIRE-3861C243838C,TRU-008,Matched
REM-001128,LN-001623,2025-05-05,28333.69,Beasley and Sons,WIRE-C96CE1FBD037,TRU-006,Matched
REM-001129,LN-000342,2026-01-18,23936.85,Thomas Group,WIRE-29A850C06C1A,TRU-004,Matched
REM-001130,LN-002075,2025-11-06,44039.3,Henderson LLC,WIRE-40839F264694,TRU-003,Matched
REM-001131,LN-000646,2025-08-05,44581.1,"Martin, Hall and Simpson",WIRE-18B5CDB115ED,TRU-001,Matched
REM-001132,LN-000731,2025-11-10,8631.16,Jackson PLC,WIRE-F5AEFA53B2CD,TRU-003,Matched
REM-001133,LN-000168,2025-05-10,9732.67,Ramos Ltd,WIRE-B2EF2E524753,TRU-009,Matched
REM-001134,LN-000610,2025-05-09,38002.05,Reynolds PLC,WIRE-D1162D88722E,TRU-005,Unmatched
REM-001135,LN-002316,2026-02-06,7008.71,Gutierrez and Sons,WIRE-6C614081FE6E,TRU-006,Matched
REM-001136,LN-001773,2025-11-15,44658.19,Heath PLC,WIRE-8A10262F51CF,TRU-005,Matched
REM-001137,LN-002041,2025-12-23,42605.49,"Landry, Rodriguez and Flores",WIRE-8675BFE15522,TRU-001,Matched
REM-001138,LN-000455,2025-12-28,6004.28,Carey Ltd,WIRE-A2864BF8E71B,TRU-010,Matched
REM-001139,LN-001709,2025-08-12,25981.84,"May, Walker and Page",WIRE-F6C57DF677B7,TRU-001,Matched
REM-001140,LN-000702,2025-11-09,3065.27,Johnson-Brown,WIRE-4745CF3DFB38,TRU-004,Matched
REM-001142,LN-000130,2025-05-24,25781.99,Elliott-Tate,WIRE-8D45BC92F0F0,TRU-008,Matched
REM-001143,LN-001846,2025-07-22,12414.29,Richardson-Orozco,WIRE-775CB981D3CB,TRU-007,Matched
REM-001144,LN-001387,2025-05-28,38786.92,Dean-Wood,WIRE-FC6E6227F4AB,TRU-007,Matched
REM-001145,LN-000693,2025-10-27,25626.71,"Rhodes, Bolton and Watson",WIRE-DDDCF82D2B60,TRU-008,In-Review
REM-001146,LN-001395,2025-12-20,17181.66,Bridges-Bautista,WIRE-B0B532F5ECB6,TRU-010,Matched
REM-001147,LN-000794,2025-09-08,30766.98,Mendoza-Rodriguez,WIRE-0291629F66EB,TRU-007,Matched
REM-001148,LN-000029,2025-10-31,37823.59,Murray-Smith,WIRE-1EDAAE8ABC76,TRU-010,Matched
REM-001149,LN-000149,2025-12-26,3048.2,Peters Inc,WIRE-CF45D288920A,TRU-002,Unmatched
REM-001150,LN-001320,2025-08-23,3487.43,"Martinez, Clark and Shaffer",WIRE-F78C2850DD08,TRU-004,Matched
REM-001151,LN-002059,2025-09-04,32723.19,"Sparks, Spencer and Garcia",WIRE-CFDC168B6298,TRU-006,Unmatched
REM-001152,LN-001137,2025-12-02,42634.74,Hill-Harding,WIRE-B24510E456D0,TRU-003,Unmatched
REM-001153,LN-000187,2025-08-23,54864.53,Martin-Black,WIRE-0F84D6602664,TRU-003,Matched
REM-001154,LN-001251,2026-03-02,39928.6,"Smith, Davis and Acosta",WIRE-132980E92C2E,TRU-006,Matched
REM-001155,LN-001334,2025-09-18,49818.53,West-Hernandez,WIRE-4CFC4B199B71,TRU-001,Matched
REM-001156,LN-000098,2025-07-08,21663.28,Oneill Inc,WIRE-81C80AB41315,TRU-001,Unmatched
REM-001157,LN-000055,2025-12-26,35554.55,Bush-Ford,WIRE-D2C88C257FFE,TRU-005,Matched
REM-001158,LN-000758,2025-06-13,26906.32,Romero Group,WIRE-1A426D441F50,TRU-001,Matched
REM-001159,LN-000406,2025-09-11,42529.93,Garcia-Brown,WIRE-02598D69A56A,TRU-010,Matched
REM-001160,LN-002117,2025-06-16,22296.01,"Perez, Miller and Williams",WIRE-CE0AA0CFD9A4,TRU-008,Matched
REM-001161,LN-001313,2026-02-27,27605.82,Ward-Schmidt,WIRE-880058FB95EB,TRU-002,Matched
REM-001162,LN-001786,2025-04-06,44808.33,Vasquez-Gonzalez,WIRE-648F90AB2037,TRU-006,Matched
REM-001163,LN-000751,2025-05-12,6286.45,Thompson-Padilla,WIRE-0FA58F65B666,TRU-010,Matched
REM-001164,LN-001763,2025-12-29,5355.09,Smith Group,WIRE-D343C22027D0,TRU-010,Matched
REM-001165,LN-000365,2025-04-23,47102.51,Bailey PLC,WIRE-2C050C386C03,TRU-005,Matched
REM-001166,LN-002027,2025-07-16,36675.64,"Kelly, Simmons and Jordan",WIRE-FA44DBF4DCD3,TRU-010,In-Review
REM-001167,LN-000482,2025-07-09,34939.56,Crawford-Harris,WIRE-763239545BE7,TRU-004,Matched
REM-001168,LN-002249,2025-04-23,30149.44,"Smith, Gonzalez and Lambert",WIRE-E7E92B7F2C6E,TRU-001,Unmatched
REM-001169,LN-000154,2025-12-14,0.0,Lawson and Sons,WIRE-51499D4BECD3,TRU-003,Matched
REM-001170,LN-001525,2025-11-28,24550.65,Weeks-Massey,WIRE-A8919EA959B3,TRU-004,Matched
REM-001171,LN-002121,2025-05-08,40278.38,Kim-Hernandez,WIRE-353D44EADF14,TRU-002,Unmatched
REM-001172,LN-002344,2025-09-08,19098.01,Richards-Warren,WIRE-BF47AC1017B9,TRU-002,Matched
REM-001173,LN-001041,2025-08-02,27204.82,Lyons Group,WIRE-ED6C2010DDF2,TRU-002,In-Review
REM-001174,LN-001665,2026-02-20,49611.82,Johnson LLC,WIRE-605E910CAD5F,TRU-001,Unmatched
REM-001175,LN-001241,2025-10-16,43496.85,Perry-Garcia,WIRE-90073B2582FD,TRU-010,Matched
REM-001176,LN-000061,2025-06-21,19739.53,Sims-Johnson,WIRE-6E4AF991E734,TRU-002,Matched
REM-001177,LN-000939,2025-06-04,6328.68,Pope Inc,WIRE-0A72452461D5,TRU-006,Matched
REM-001178,LN-001640,2026-01-25,46386.55,Chapman-Estrada,WIRE-5DFD61A5037B,TRU-003,Matched
REM-001179,LN-002090,2026-02-11,19330.79,Sloan Inc,WIRE-DBFCC2BFCC30,TRU-010,Matched
REM-001180,LN-000025,2026-03-13,23075.46,Curry LLC,WIRE-89DA8FA396ED,TRU-005,Matched
REM-001181,LN-001063,2025-06-09,44776.49,"Young, Tate and Arnold",WIRE-E77FE3492EA6,TRU-001,Matched
REM-001182,LN-000131,2025-12-03,18027.27,"Hart, Graves and Zimmerman",WIRE-1892A7FAC3CB,TRU-008,Matched
REM-001183,LN-001253,2025-11-29,6306.76,"Adams, Smith and Wright",WIRE-7B6CFAADFE85,TRU-004,Unmatched
REM-001184,LN-000108,2025-07-01,37899.78,"Jones, Mueller and Williams",WIRE-9E85D02AD99C,TRU-009,Unmatched
REM-001185,LN-000172,2025-12-02,1321.1,"Lynch, Johnson and Lawrence",WIRE-2E2CCAD17AE3,TRU-004,Matched
REM-001186,LN-001459,2025-12-21,12407.98,"Greer, Underwood and Noble",WIRE-2765DA983A42,TRU-002,Unmatched
REM-001187,LN-000102,2025-07-11,0.0,Logan-Rice,WIRE-19B5CA5FFB86,TRU-003,Matched
REM-001188,LN-002323,2025-08-20,30591.31,Fowler-Wong,WIRE-BF08BCB16863,TRU-005,Matched
REM-001189,LN-001637,2025-04-13,20266.14,Ford Group,WIRE-8951D0BE9597,TRU-010,Matched
REM-001190,LN-001041,2025-07-31,27204.82,"Martinez, Perry and Morrison",WIRE-737EE94F4F04,TRU-006,Matched
REM-001191,LN-000330,2025-04-25,14924.19,"Carter, Jenkins and Reyes",WIRE-B322C47D7495,TRU-007,Matched
REM-001192,LN-001521,2026-01-14,3483.24,Hernandez Group,WIRE-FAB5A2C1AF5C,TRU-004,Unmatched
REM-001193,LN-000012,2026-01-13,48510.54,Cisneros-Washington,WIRE-1934802ACE25,TRU-007,In-Review
REM-001194,LN-001342,2025-09-05,25955.71,"Adams, Hall and Thompson",WIRE-703CE9972233,TRU-010,Matched
REM-001195,LN-000216,2025-10-26,12243.83,Kim-Clark,WIRE-202B81DAE626,TRU-003,Unmatched
REM-001196,LN-000339,2026-01-03,23971.6,"Rasmussen, Santiago and Larson",WIRE-C3DC716A18FA,TRU-007,Matched
REM-001197,LN-001800,2025-04-10,1099.37,"Carroll, Wilson and Bishop",WIRE-DD8D0F938ECB,TRU-004,Matched
REM-001198,LN-001751,2026-01-21,26997.85,Jones LLC,WIRE-D434AE719223,TRU-008,Unmatched
REM-001199,LN-001509,2026-01-25,30591.3,Stephenson Ltd,WIRE-AC8056E977B8,TRU-009,Matched
REM-001200,LN-002422,2026-01-26,1655.93,Johnson Group,WIRE-55945F6D7AEF,TRU-007,Matched
REM-001201,LN-000710,2026-02-21,34234.38,Robertson PLC,WIRE-6AFE6778EA2F,TRU-008,Matched
REM-001202,LN-001224,2026-03-12,47208.99,Garcia Group,WIRE-32ACB635A6A5,TRU-008,Matched
REM-001203,LN-001113,2025-12-27,11578.97,Randall Ltd,WIRE-DA158AFAA200,TRU-002,Matched
REM-001204,LN-001292,2025-03-28,5251.82,"Hopkins, Mccoy and Guerrero",WIRE-D5B5A898C9DD,TRU-009,Matched
REM-001205,LN-000489,2025-04-21,47545.37,Davis-Galvan,WIRE-5CBF9C849E5F,TRU-006,Matched
REM-001206,LN-001562,2025-04-15,12225.09,"Acevedo, Lloyd and Young",WIRE-E01BD559BAB6,TRU-004,Matched
REM-001207,LN-000047,2026-01-18,0.0,"Miles, Gilbert and Palmer",WIRE-0FF831541529,TRU-005,Matched
REM-001208,LN-000778,2025-05-06,36251.5,"Dyer, Deleon and West",WIRE-75D479B748D0,TRU-010,Matched
REM-001209,LN-001040,2026-02-25,17040.0,Merritt Inc,WIRE-E395B680B38A,TRU-005,Unmatched
REM-001210,LN-000711,2025-04-01,38131.28,Estes-Simon,WIRE-36F9495B4653,TRU-007,Matched
REM-001211,LN-000401,2025-06-06,3856.26,"Gordon, Matthews and Roberts",WIRE-7F7951D57DE8,TRU-009,Matched
REM-001212,LN-001818,2025-04-07,42137.8,"Romero, Ochoa and York",WIRE-B3A81F40E1B4,TRU-007,Matched
REM-001213,LN-000250,2025-11-13,42723.97,"Reilly, Shannon and Torres",WIRE-2A6C122AAC94,TRU-009,Matched
REM-001214,LN-000391,2026-02-19,49530.0,Martin Inc,WIRE-E28F32D7FCFE,TRU-004,Matched
REM-001215,LN-000335,2026-02-25,2777.13,Arroyo-Stephenson,WIRE-598517720264,TRU-010,Matched
REM-001216,LN-000629,2025-10-27,2315.82,"Palmer, Ho and Duncan",WIRE-B3525425DFAF,TRU-010,In-Review
REM-001217,LN-000137,2026-02-02,26180.14,Compton-Brooks,WIRE-DB99F8746AC0,TRU-004,Matched
REM-001218,LN-001522,2025-12-11,46754.58,Ryan Inc,WIRE-154054DF01A8,TRU-006,Matched
REM-001219,LN-000827,2025-09-27,17644.13,Green Inc,WIRE-B020F69FD191,TRU-008,Matched
REM-001220,LN-000727,2025-08-09,7418.73,Wells-Kennedy,WIRE-76343A875A50,TRU-009,Matched
REM-001221,LN-001501,2026-03-06,26194.55,Poole and Sons,WIRE-4EBFE9254008,TRU-001,Matched
REM-001222,LN-000990,2025-11-06,41045.56,James Inc,WIRE-CE3CDF0AB063,TRU-001,Matched
REM-001223,LN-002420,2026-01-31,19705.34,Larson-Davis,WIRE-AB8409313FC1,TRU-008,Unmatched
REM-001224,LN-000935,2026-01-05,8998.12,"Contreras, Villa and Dixon",WIRE-27ACE310160F,TRU-007,Matched
REM-001225,LN-000402,2025-08-01,45176.37,Craig-Garza,WIRE-60D4D5C755C7,TRU-009,Unmatched
REM-001226,LN-001467,2025-09-14,48870.12,Greene Group,WIRE-5AB262961569,TRU-003,Matched
REM-001227,LN-000615,2025-12-06,43742.14,"Mckee, Hernandez and Barber",WIRE-642A692B010D,TRU-010,Matched
REM-001228,LN-001297,2025-12-30,8790.39,Lane-Duarte,WIRE-7ED8F9BABE7E,TRU-005,Matched
REM-001229,LN-001183,2026-01-16,31814.78,Beck-Williams,WIRE-760AE2CCDAB6,TRU-003,Matched
REM-001230,LN-002236,2025-11-11,22821.42,Chapman and Sons,WIRE-53C219DC42AF,TRU-005,In-Review
REM-001231,LN-001122,2025-11-25,47804.75,"Wilson, Conway and Davis",WIRE-33A46F55474F,TRU-010,Matched
REM-001232,LN-000131,2025-12-03,21161.84,"Henderson, Gomez and Williams",WIRE-4202EC7C186E,TRU-001,Matched
REM-001233,LN-001195,2025-04-22,2764.23,"May, Thompson and Mitchell",WIRE-3484C1C85C82,TRU-004,In-Review
REM-001234,LN-000183,2025-11-22,0.0,"Tran, Walker and Sharp",WIRE-B8C8C4583B1B,TRU-006,Unmatched
REM-001235,LN-000364,2025-08-26,27508.03,Rodriguez-Galvan,WIRE-40212B4D1653,TRU-002,Unmatched
REM-001236,LN-000039,2025-07-06,34369.53,"Yates, Ballard and Santiago",WIRE-9719D646CE05,TRU-007,In-Review
REM-001237,LN-001373,2026-01-29,42792.06,White-Bowman,WIRE-B6CA74D2D71A,TRU-008,Matched
REM-001238,LN-000921,2025-08-12,43489.16,"Howe, Miles and Campbell",WIRE-47A7F683083D,TRU-001,Unmatched
REM-001239,LN-000016,2025-05-03,9578.52,"Bennett, Payne and Le",WIRE-86225BF56CF1,TRU-004,Matched
REM-001240,LN-000493,2025-11-30,14230.37,"Patterson, Baker and Hunt",WIRE-84F884E33629,TRU-004,Unmatched
REM-001241,LN-001450,2025-07-08,34320.78,Brown Inc,WIRE-B8E2C76D7EAC,TRU-005,Unmatched
REM-001242,LN-001132,2025-12-26,25045.85,Hoffman Inc,WIRE-BA0541437E84,TRU-004,Matched
REM-001243,LN-000311,2025-11-22,22229.09,Thomas-Zavala,WIRE-CD8B357C02DB,TRU-009,Unmatched
REM-001244,LN-000739,2026-02-12,22237.18,Carpenter-Sanchez,WIRE-0845FE6E6CB4,TRU-007,Matched
REM-001245,LN-000546,2025-05-21,18229.05,"Russell, Daniels and Martinez",WIRE-CA6BCBCC292B,TRU-002,Matched
REM-001246,LN-002462,2026-03-15,44075.58,"Ponce, Choi and Osborne",WIRE-1F74C990D446,TRU-001,Matched
REM-001247,LN-000251,2025-07-19,15075.22,Nichols-Patel,WIRE-69710A46AC49,TRU-009,In-Review
REM-001248,LN-000759,2026-01-20,44747.68,"Perez, Williams and Graham",WIRE-1151E6429A2E,TRU-001,Matched
REM-001249,LN-001805,2025-08-29,17810.31,Foster-Hernandez,WIRE-5803E44800CF,TRU-006,Matched
REM-001250,LN-001298,2026-03-01,6292.2,"Wallace, Johnston and Coleman",WIRE-67A9845E12E1,TRU-002,Matched
REM-001251,LN-001632,2025-08-23,17704.79,"Whitaker, Davis and Jones",WIRE-D36580441F3C,TRU-004,In-Review
REM-001252,LN-001915,2026-02-27,22706.23,Willis Ltd,WIRE-F71B4777200D,TRU-006,Matched
REM-001253,LN-000814,2025-10-27,33938.14,Howard PLC,WIRE-39D7BC006159,TRU-005,Unmatched
REM-001254,LN-000029,2025-11-01,37823.59,"Briggs, Lutz and Marks",WIRE-4E191AAA4CE5,TRU-006,Unmatched
REM-001255,LN-000958,2025-10-21,2824.82,"Russell, Hall and Alvarez",WIRE-6857801EEBC2,TRU-003,Matched
REM-001256,LN-002033,2025-04-29,23464.66,Kline-Peterson,WIRE-1916E68D71EC,TRU-005,Matched
REM-001257,LN-000477,2025-06-29,4152.93,Williams LLC,WIRE-0D04E8E37760,TRU-002,Unmatched
REM-001258,LN-000318,2025-12-17,4560.2,Hawkins-Davis,WIRE-895725D98188,TRU-007,In-Review
REM-001259,LN-000245,2025-07-03,1265.1,Chan-Graves,WIRE-C6445A92A550,TRU-003,Unmatched
REM-001260,LN-000748,2025-05-23,27405.87,Ward LLC,WIRE-674864D68C00,TRU-001,Matched
REM-001261,LN-000697,2025-09-08,14787.21,Simpson-Baker,WIRE-E7D62767A8CB,TRU-008,Unmatched
REM-001262,LN-000272,2025-07-20,40600.61,"Davis, Stewart and Johnson",WIRE-0FE4240728F2,TRU-008,Matched
REM-001263,LN-001772,2025-04-18,39358.32,Terry LLC,WIRE-B75C8C0FE689,TRU-003,Matched
REM-001264,LN-001263,2025-03-24,15862.92,French Group,WIRE-89423418B74E,TRU-007,Unmatched
REM-001266,LN-000266,2026-02-12,37168.05,"Washington, Buck and Adkins",WIRE-A4EA69B6FA2B,TRU-008,Unmatched
REM-001267,LN-000921,2025-08-10,43489.16,"Martinez, Green and Medina",WIRE-E341FE2954F5,TRU-003,Matched
REM-001268,LN-000340,2025-07-23,5342.79,"Mccoy, Payne and Huber",WIRE-8114A4177683,TRU-002,Unmatched
REM-001269,LN-000389,2025-12-11,37655.43,"Smith, Morales and Whitaker",WIRE-5290BF69FF74,TRU-010,Matched
REM-001270,LN-002051,2025-09-17,23185.88,Davis Inc,WIRE-9293EC9ABB77,TRU-007,Matched
REM-001271,LN-001166,2026-01-01,40989.37,Nelson-Black,WIRE-9E4BE5898C55,TRU-007,Unmatched
REM-001272,LN-000376,2025-05-24,16289.29,Cobb LLC,WIRE-EE42FDDEA8CE,TRU-009,Matched
REM-001273,LN-002034,2025-12-12,48614.26,"Lopez, Foster and Bennett",WIRE-7FF612B93A82,TRU-005,Matched
REM-001274,LN-002372,2025-11-28,0.0,Gardner-Jensen,WIRE-00E096DAB49E,TRU-004,In-Review
REM-001275,LN-000146,2025-11-13,2325.9,"Williamson, Herman and Hale",WIRE-9931B5B4E839,TRU-008,Matched
REM-001276,LN-001982,2025-08-13,40230.84,"Foster, Montgomery and Alexander",WIRE-6C02C2B5B145,TRU-004,In-Review
REM-001277,LN-000293,2025-06-11,41218.73,"James, Edwards and Stafford",WIRE-57C026D14511,TRU-004,Matched
REM-001278,LN-000432,2025-05-15,38194.78,Murphy PLC,WIRE-C0EDB0C90BF9,TRU-002,Matched
REM-001279,LN-000705,2025-12-14,3637.06,Werner-Lara,WIRE-994E2778179F,TRU-001,Unmatched
REM-001280,LN-001999,2025-10-20,3324.21,Rodriguez PLC,WIRE-9BC3D7417A7F,TRU-004,Matched
REM-001281,LN-000399,2025-05-10,37668.12,Bowen Ltd,WIRE-188FFDFF8506,TRU-007,Matched
REM-001282,LN-000964,2025-05-04,19770.13,Brown Ltd,WIRE-1268B5B47793,TRU-009,Matched
REM-001283,LN-002235,2025-09-22,33556.33,Vang-Sanchez,WIRE-C9096C7DA67E,TRU-009,Unmatched
REM-001284,LN-002042,2025-03-30,28280.53,Small-Williams,WIRE-B064754F445D,TRU-010,Matched
REM-001285,LN-001829,2025-08-06,0.0,Jones Inc,WIRE-F651AD69EE79,TRU-001,Matched
REM-001286,LN-002109,2025-09-23,14206.77,Vega-Brown,WIRE-8501DBCEE67F,TRU-005,Matched
REM-001287,LN-000939,2025-06-04,6328.68,"Medina, Wise and Aguirre",WIRE-E7E53B4EED71,TRU-007,Matched
REM-001288,LN-000710,2026-02-21,34234.38,Fisher and Sons,WIRE-B531AB4DF5C7,TRU-007,Matched
REM-001289,LN-000807,2025-12-11,46751.17,Daugherty-Holland,WIRE-7735FCC79A75,TRU-010,Matched
REM-001290,LN-001464,2025-04-02,33063.34,Robertson LLC,WIRE-74A876686DFD,TRU-006,Matched
REM-001291,LN-001326,2025-05-04,20514.88,Watson-Brown,WIRE-C0FECFD4CC75,TRU-010,Matched
REM-001292,LN-000011,2025-04-29,1041.73,Smith-Johnson,WIRE-C05850A990E3,TRU-004,Matched
REM-001293,LN-001086,2025-04-11,23636.37,"Curtis, Turner and Taylor",WIRE-26D6ED8897F3,TRU-003,Matched
REM-001294,LN-001869,2025-09-02,7020.57,"Mata, Wright and Williams",WIRE-60A80AD7AEBD,TRU-009,Matched
REM-001295,LN-002274,2025-08-28,32785.1,Lutz-Fleming,WIRE-B424F52993DD,TRU-010,Unmatched
REM-001296,LN-000772,2025-06-25,0.0,Floyd-Yang,WIRE-38942370220C,TRU-004,Matched
REM-001297,LN-001595,2025-12-28,36354.77,"Austin, Reynolds and Jenkins",WIRE-3C55BF233BF3,TRU-008,Matched
REM-001298,LN-001608,2025-08-02,23882.58,Mccormick-Baker,WIRE-8904DB83249E,TRU-001,Matched
REM-001299,LN-001334,2025-09-19,49818.53,Wilkins LLC,WIRE-9C2670D87AA9,TRU-007,Matched
REM-001300,LN-000885,2025-08-23,0.0,Henderson-Diaz,WIRE-E1203D2BA45E,TRU-006,Unmatched
REM-001301,LN-001390,2025-08-20,22962.58,Morgan-Stafford,WIRE-8732DAA79400,TRU-001,In-Review
REM-001302,LN-000226,2025-12-23,12577.49,"Hayes, Benton and Tate",WIRE-4D4C9D2649A1,TRU-004,Matched
REM-001303,LN-000825,2026-01-26,27101.08,Lee PLC,WIRE-7F050A3D553A,TRU-005,Matched
REM-001304,LN-002266,2025-11-30,31749.72,"Johnson, Anderson and Vincent",WIRE-C6E1246A7D54,TRU-008,Matched
REM-001305,LN-000937,2026-03-02,1410.34,Scott-Sullivan,WIRE-18E3419C472A,TRU-004,Matched
REM-001306,LN-002307,2025-04-12,3142.93,Logan-Dickerson,WIRE-2DFCAD8A2848,TRU-003,Unmatched
REM-001308,LN-001797,2025-11-10,0.0,"Roberts, Rodriguez and Chen",WIRE-43EEA5E23F06,TRU-004,Matched
REM-001309,LN-000054,2025-04-26,44793.95,"Franklin, Perez and Brown",WIRE-0482F59DD3DA,TRU-010,Matched
REM-001310,LN-000727,2025-08-06,7418.73,"Frederick, Coleman and Foley",WIRE-FC0AAC23A443,TRU-004,Unmatched
REM-001311,LN-001545,2025-10-24,48164.88,Thompson LLC,WIRE-A86EB5C51324,TRU-010,Matched
REM-001312,LN-001044,2025-06-12,31481.62,Richmond Group,WIRE-160E12BA5148,TRU-005,In-Review
REM-001313,LN-001914,2025-09-17,18731.32,Brandt-Mendoza,WIRE-F76F0E40C784,TRU-007,Matched
REM-001314,LN-001777,2025-08-05,34562.67,"Wells, Morales and Gallagher",WIRE-E9029FA08C27,TRU-009,Matched
REM-001315,LN-001597,2026-01-27,0.0,"Jones, Johnson and Miller",WIRE-12A4F3C30D01,TRU-002,Unmatched
REM-001316,LN-001915,2026-02-27,22706.23,Fletcher-Garcia,WIRE-8709F8FAB584,TRU-005,Matched
REM-001317,LN-002467,2025-09-23,20059.32,Bartlett-Christian,WIRE-4FC996B37DC5,TRU-010,Matched
REM-001318,LN-000850,2025-12-26,29971.56,Ferguson-Holmes,WIRE-C6E3B7E6D1B6,TRU-009,Matched
REM-001319,LN-002110,2025-12-07,49184.31,Holder-Smith,WIRE-9E3334273739,TRU-003,Matched
REM-001320,LN-002264,2025-05-24,22447.31,"Smith, Wells and Black",WIRE-D7395B3E2F3A,TRU-001,Matched
REM-001321,LN-000003,2025-03-30,36733.7,Olson-Simpson,WIRE-E825FB3D83FC,TRU-002,In-Review
